ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Metodo_Pagamento,Status_Pedido,Cidade,Estado,Pais,Faturamento
TRX005649,2025-03-10,CLI00854,Notebook Prime,Eletrônicos,1565.49,1,Pix,Devolvido,Rio De Janeiro,RJ,Brasil,1565.49
TRX004773,2025-05-23,CLI01169,Bicicleta Aro 29,Esporte,1164.29,2,Cartao De Credito,Em Processamento,Fortaleza,CE,Brasil,2328.58
TRX002773,2025-06-14,CLI00525,Smartphone X10,Eletrônicos,3370.05,3,Boleto,Em Processamento,Salvador,BA,Brasil,10110.15
TRX001625,2025-04-21,CLI00285,Livro Técnico Python,Livros,394.46,5,Boleto,Concluido,Curitiba,PR,Brasil,1972.3
TRX000822,2025-09-06,CLI00320,Biografia,Livros,3403.83,2,Boleto,Concluido,Manaus,AM,Brasil,6807.66
TRX001368,2025-12-04,CLI00237,Corda de Pular,Esporte,1259.38,2,Pix,Em Processamento,Manaus,AM,Brasil,2518.76
TRX003713,2025-06-16,CLI01075,Camiseta Básica,Moda,965.69,5,Cartao De Credito,Devolvido,Porto Alegre,RS,Brasil,4828.45
TRX005496,2025-04-07,CLI00371,Camiseta Básica,Moda,1841.87,3,Pix,Concluido,Brasília,DF,Brasil,5525.61
TRX000851,2025-10-20,CLI01106,Kit Cama,Casa,461.77,3,Cartao De Debito,Concluido,Fortaleza,CE,Brasil,1385.31
TRX001001,2025-05-05,CLI01036,Tênis Esportivo,Moda,2445.38,1,Pix,Concluido,Belo Horizonte,MG,Brasil,2445.38
TRX005322,2025-03-08,CLI00774,Romance Best-Seller,Livros,3052.01,3,Pix,Concluido,Fortaleza,CE,Brasil,9156.03
TRX004115,2025-07-30,CLI00737,Bicicleta Aro 29,Esporte,106.68,4,Boleto,Devolvido,Porto Alegre,RS,Brasil,426.72
TRX001638,2025-09-24,CLI00134,Smartphone X10,Eletrônicos,1001.24,3,Boleto,Em Processamento,Belo Horizonte,MG,Brasil,3003.72
TRX001668,2025-05-26,CLI01200,Calça Jeans,Moda,1893.94,1,Pix,Em Processamento,Fortaleza,CE,Brasil,1893.94
TRX003174,2025-10-02,CLI00954,Aspirador de Pó,Casa,1086.09,2,Boleto,Em Processamento,Fortaleza,CE,Brasil,2172.18
TRX004648,2025-12-23,CLI01171,Biografia,Livros,690.24,1,Cartao De Credito,Em Processamento,Brasília,DF,Brasil,690.24
TRX001348,2025-07-05,CLI00173,Caixa de Som,Eletrônicos,1298.33,4,Cartao De Credito,Em Processamento,Salvador,BA,Brasil,5193.32
TRX004770,2025-09-11,CLI00553,Quadrinho Clássico,Livros,580.57,4,Cartao De Credito,Concluido,Manaus,AM,Brasil,2322.28
TRX003231,2025-07-01,CLI00333,Jaqueta Corta-Vento,Moda,1290.61,3,Pix,Em Processamento,São Paulo,SP,Brasil,3871.83
TRX004291,2025-06-01,CLI00460,Notebook Prime,Eletrônicos,2578.66,5,Cartao De Debito,Devolvido,Brasília,DF,Brasil,12893.3
TRX004694,2025-07-07,CLI01128,Fone Bluetooth,Eletrônicos,209.26,2,Pix,Concluido,Recife,PE,Brasil,418.52
TRX003233,2025-08-25,CLI00321,Romance Best-Seller,Livros,1325.33,2,Cartao De Debito,Concluido,Fortaleza,CE,Brasil,2650.66
TRX004999,2025-09-05,CLI00008,Liquidificador,Casa,50.37,1,Boleto,Em Processamento,São Paulo,SP,Brasil,50.37
TRX000704,2025-04-13,CLI00355,Romance Best-Seller,Livros,2095.68,3,Pix,Cancelado,Porto Alegre,RS,Brasil,6287.04
TRX004872,2025-05-27,CLI00241,Liquidificador,Casa,825.04,1,Pix,Devolvido,Curitiba,PR,Brasil,825.04
TRX003292,2025-11-17,CLI00596,Notebook Prime,Eletrônicos,862.16,5,Pix,Concluido,Salvador,BA,Brasil,4310.8
TRX003674,2025-11-21,CLI00067,Camiseta Básica,Moda,2272.75,5,Pix,Em Processamento,Brasília,DF,Brasil,11363.75
TRX002409,2025-08-17,CLI00322,Tênis Esportivo,Moda,847.83,5,Cartao De Debito,Concluido,Recife,PE,Brasil,4239.15
TRX001328,2025-09-04,CLI00130,Jaqueta Corta-Vento,Moda,2584.05,4,Cartao De Debito,Em Processamento,Belo Horizonte,MG,Brasil,10336.2
TRX005695,2025-06-22,CLI01115,Caixa de Som,Eletrônicos,2425.64,5,Pix,Em Processamento,Brasília,DF,Brasil,12128.2
TRX005009,2025-05-28,CLI00995,Smartphone X10,Eletrônicos,2894.9,2,Cartao De Credito,Cancelado,Brasília,DF,Brasil,5789.8
TRX005106,2025-06-11,CLI00037,Tapete de Yoga,Esporte,1174.86,4,Cartao De Credito,Concluido,Curitiba,PR,Brasil,4699.44
TRX000987,2025-01-05,CLI01134,Aspirador de Pó,Casa,2730.02,1,Cartao De Credito,Devolvido,Brasília,DF,Brasil,2730.02
TRX005547,2025-09-05,CLI00843,Liquidificador,Casa,782.72,3,Pix,Em Processamento,Porto Alegre,RS,Brasil,2348.16
TRX005254,2025-04-02,CLI01027,Livro Infantil,Livros,1648.32,2,Cartao De Credito,Cancelado,Rio De Janeiro,RJ,Brasil,3296.64
TRX005062,2025-12-28,CLI00800,Livro Infantil,Livros,2732.17,3,Cartao De Credito,Em Processamento,Curitiba,PR,Brasil,8196.51
TRX004050,2025-06-21,CLI00672,Bola de Futebol,Esporte,124.98,1,Boleto,Concluido,Curitiba,PR,Brasil,124.98
TRX003486,2025-04-11,CLI00512,Camiseta Básica,Moda,3424.15,3,Cartao De Credito,Cancelado,Porto Alegre,RS,Brasil,10272.45
TRX002475,2025-03-07,CLI00121,Bola de Futebol,Esporte,1540.23,1,Pix,Cancelado,Porto Alegre,RS,Brasil,1540.23
TRX001199,2025-08-11,CLI00472,Camiseta Básica,Moda,66.94,3,Cartao De Credito,Devolvido,São Paulo,SP,Brasil,200.82
TRX004182,2025-05-31,CLI00857,"Smart TV 50""",Eletrônicos,2883.91,2,Boleto,Em Processamento,Manaus,AM,Brasil,5767.82
TRX001519,2025-12-03,CLI01142,Bicicleta Aro 29,Esporte,3421.44,1,Cartao De Credito,Concluido,Fortaleza,CE,Brasil,3421.44
TRX001800,2025-05-03,CLI01016,Tapete de Yoga,Esporte,938.41,4,Boleto,Concluido,Fortaleza,CE,Brasil,3753.64
TRX001015,2025-12-09,CLI00457,Tapete de Yoga,Esporte,2924.29,3,Cartao De Debito,Devolvido,Curitiba,PR,Brasil,8772.87
TRX000129,2025-05-29,CLI00778,Liquidificador,Casa,2373.03,5,Pix,Cancelado,Rio De Janeiro,RJ,Brasil,11865.15
TRX001365,2025-02-05,CLI00672,Bicicleta Aro 29,Esporte,163.87,1,Cartao De Credito,Devolvido,Brasília,DF,Brasil,163.87
TRX004699,2025-08-31,CLI00050,Romance Best-Seller,Livros,1016.04,5,Boleto,Concluido,São Paulo,SP,Brasil,5080.2
TRX000892,2025-12-01,CLI00866,Vestido Casual,Moda,2344.84,5,Cartao De Debito,Concluido,Curitiba,PR,Brasil,11724.2
TRX002794,2025-11-01,CLI00213,"Smart TV 50""",Eletrônicos,659.33,1,Pix,Concluido,Curitiba,PR,Brasil,659.33
TRX005131,2025-06-02,CLI00177,Smartphone X10,Eletrônicos,354.02,1,Cartao De Debito,Concluido,Recife,PE,Brasil,354.02
TRX005827,2025-04-06,CLI01012,Kit Cama,Casa,2487.05,2,Pix,Concluido,Porto Alegre,RS,Brasil,4974.1
TRX005239,2025-10-31,CLI00126,Luminária LED,Casa,1508.96,3,Pix,Cancelado,Porto Alegre,RS,Brasil,4526.88
TRX003250,2025-10-14,CLI01066,Calça Jeans,Moda,2944.67,3,Pix,Concluido,Porto Alegre,RS,Brasil,8834.01
TRX001209,2025-09-07,CLI00242,Liquidificador,Casa,3400.73,3,Cartao De Debito,Concluido,Brasília,DF,Brasil,10202.19
TRX003869,2025-05-17,CLI00142,"Smart TV 50""",Eletrônicos,2241.92,3,Pix,Em Processamento,São Paulo,SP,Brasil,6725.76
TRX004066,2025-06-07,CLI00005,Corda de Pular,Esporte,3290.05,4,Cartao De Credito,Cancelado,Rio De Janeiro,RJ,Brasil,13160.2
TRX001240,2025-06-23,CLI00193,Luminária LED,Casa,598.67,4,Cartao De Debito,Devolvido,Fortaleza,CE,Brasil,2394.68
TRX002290,2025-03-05,CLI00685,Aspirador de Pó,Casa,1067.08,2,Nao Informado,Em Processamento,Recife,PE,Brasil,2134.16
TRX002741,2025-03-29,CLI00213,Bola de Futebol,Esporte,2494.46,3,Cartao De Debito,Devolvido,Brasília,DF,Brasil,7483.38
TRX000276,2025-12-10,CLI00514,Livro Infantil,Livros,2355.82,3,Pix,Concluido,Rio De Janeiro,RJ,Brasil,7067.46
TRX001036,2025-04-15,CLI00007,Biografia,Livros,185.53,4,Cartao De Credito,Cancelado,Porto Alegre,RS,Brasil,742.12
TRX001230,2025-09-07,CLI01162,Bola de Futebol,Esporte,3183.92,2,Pix,Concluido,Salvador,BA,Brasil,6367.84
TRX001009,2025-12-30,CLI00252,Luminária LED,Casa,1532.14,4,Cartao De Debito,Cancelado,Curitiba,PR,Brasil,6128.56
TRX003829,2025-07-04,CLI00368,Kit Cama,Casa,377.4,4,Boleto,Em Processamento,Manaus,AM,Brasil,1509.6
TRX002533,2025-05-13,CLI00954,Tênis Esportivo,Moda,2631.01,3,Pix,Cancelado,Salvador,BA,Brasil,7893.03
TRX001059,2025-03-29,CLI01048,Notebook Prime,Eletrônicos,2794.98,2,Cartao De Debito,Concluido,Recife,PE,Brasil,5589.96
TRX004536,2025-03-09,CLI00146,Quadrinho Clássico,Livros,1127.07,4,Cartao De Credito,Concluido,Belo Horizonte,MG,Brasil,4508.28
TRX000282,2025-01-24,CLI00424,Fone Bluetooth,Eletrônicos,164.19,2,Pix,Devolvido,Salvador,BA,Brasil,328.38
TRX001044,2025-05-09,CLI00922,Corda de Pular,Esporte,2255.92,3,Cartao De Credito,Concluido,Rio De Janeiro,RJ,Brasil,6767.76
TRX001317,2025-07-25,CLI00231,Fone Bluetooth,Eletrônicos,2324.67,5,Pix,Devolvido,Porto Alegre,RS,Brasil,11623.35
TRX000969,2025-03-16,CLI00887,Tapete de Yoga,Esporte,2709.25,4,Boleto,Cancelado,Porto Alegre,RS,Brasil,10837.0
TRX002382,2025-03-23,CLI01181,Notebook Prime,Eletrônicos,2502.44,2,Boleto,Concluido,Belo Horizonte,MG,Brasil,5004.88
TRX001940,2025-09-04,CLI00986,Camiseta Básica,Moda,2410.98,4,Pix,Concluido,Recife,PE,Brasil,9643.92
TRX005530,2025-12-17,CLI00409,Biografia,Livros,2313.87,4,Cartao De Credito,Devolvido,Manaus,AM,Brasil,9255.48
TRX001275,2025-12-03,CLI01042,Tênis Esportivo,Moda,2318.93,4,Cartao De Credito,Cancelado,Belo Horizonte,MG,Brasil,9275.72
TRX000620,2025-03-16,CLI00305,Halteres 5kg,Esporte,2206.74,5,Cartao De Credito,Concluido,Curitiba,PR,Brasil,11033.7
TRX004435,2025-12-19,CLI00560,Caixa de Som,Eletrônicos,3259.89,3,Cartao De Credito,Concluido,Curitiba,PR,Brasil,9779.67
TRX001743,2025-04-28,CLI00876,"Smart TV 50""",Eletrônicos,1789.68,2,Cartao De Debito,Devolvido,Curitiba,PR,Brasil,3579.36
TRX001391,2025-09-19,CLI00121,Livro Técnico Python,Livros,1337.1,4,Pix,Devolvido,Curitiba,PR,Brasil,5348.4
TRX005356,2025-03-12,CLI00933,Jogo de Panelas,Casa,1503.01,3,Pix,Em Processamento,Salvador,BA,Brasil,4509.03
TRX001580,2025-01-09,CLI00540,Livro Técnico Python,Livros,747.19,5,Cartao De Credito,Concluido,Recife,PE,Brasil,3735.95
TRX001656,2025-10-27,CLI00816,Fone Bluetooth,Eletrônicos,3298.9,2,Pix,Devolvido,Salvador,BA,Brasil,6597.8
TRX003569,2025-05-08,CLI00109,Luminária LED,Casa,2895.84,1,Cartao De Credito,Em Processamento,Rio De Janeiro,RJ,Brasil,2895.84
TRX002353,2025-08-13,CLI01010,Notebook Prime,Eletrônicos,2543.88,2,Cartao De Debito,Concluido,Fortaleza,CE,Brasil,5087.76
TRX002213,2025-07-27,CLI01035,Biografia,Livros,46.3,3,Boleto,Em Processamento,Brasília,DF,Brasil,138.9
TRX003179,2025-05-09,CLI00054,Jaqueta Corta-Vento,Moda,1767.1,5,Cartao De Credito,Em Processamento,Belo Horizonte,MG,Brasil,8835.5
TRX003193,2025-10-21,CLI00650,Quadrinho Clássico,Livros,2257.4,4,Cartao De Credito,Em Processamento,Rio De Janeiro,RJ,Brasil,9029.6
TRX001308,2025-03-14,CLI00652,Tapete de Yoga,Esporte,636.04,3,Cartao De Credito,Concluido,Porto Alegre,RS,Brasil,1908.12
TRX000576,2025-06-07,CLI00518,Halteres 5kg,Esporte,2906.68,2,Boleto,Concluido,Recife,PE,Brasil,5813.36
TRX002361,2025-09-22,CLI00976,Biografia,Livros,3438.68,1,Pix,Concluido,Curitiba,PR,Brasil,3438.68
TRX001281,2025-12-11,CLI00188,Calça Jeans,Moda,722.51,3,Pix,Concluido,Manaus,AM,Brasil,2167.53
TRX005392,2025-12-17,CLI00397,Notebook Prime,Eletrônicos,1464.46,4,Pix,Devolvido,Recife,PE,Brasil,5857.84
TRX005059,2025-07-29,CLI00237,Jaqueta Corta-Vento,Moda,1639.2,3,Cartao De Credito,Cancelado,Rio De Janeiro,RJ,Brasil,4917.6
TRX001994,2025-08-01,CLI00038,Jogo de Panelas,Casa,36.16,3,Pix,Concluido,Rio De Janeiro,RJ,Brasil,108.48
TRX002640,2025-01-05,CLI00197,Notebook Prime,Eletrônicos,1353.87,5,Cartao De Credito,Concluido,Manaus,AM,Brasil,6769.35
TRX000270,2025-04-18,CLI00197,Aspirador de Pó,Casa,301.97,5,Boleto,Em Processamento,Salvador,BA,Brasil,1509.85
TRX000630,2025-11-17,CLI01125,Fone Bluetooth,Eletrônicos,1146.1,3,Boleto,Cancelado,Manaus,AM,Brasil,3438.3
TRX004528,2025-02-05,CLI00689,Quadrinho Clássico,Livros,3121.15,4,Cartao De Credito,Cancelado,Salvador,BA,Brasil,12484.6
TRX003082,2025-12-07,CLI01036,Biografia,Livros,2044.33,5,Cartao De Debito,Cancelado,Brasília,DF,Brasil,10221.65
TRX003467,2025-05-31,CLI00463,Jaqueta Corta-Vento,Moda,1320.86,4,Pix,Concluido,Manaus,AM,Brasil,5283.44
TRX005334,2025-09-24,CLI00475,Corda de Pular,Esporte,198.77,4,Cartao De Credito,Concluido,Curitiba,PR,Brasil,795.08
TRX004024,2025-04-01,CLI00361,Biografia,Livros,1078.37,2,Boleto,Concluido,Fortaleza,CE,Brasil,2156.74
TRX002047,2025-04-04,CLI00972,Romance Best-Seller,Livros,3217.2,5,Cartao De Credito,Cancelado,Fortaleza,CE,Brasil,16086.0
TRX004838,2025-11-07,CLI01142,Tapete de Yoga,Esporte,1471.7,3,Pix,Em Processamento,Recife,PE,Brasil,4415.1
TRX002114,2025-08-30,CLI00223,Quadrinho Clássico,Livros,480.59,3,Cartao De Credito,Concluido,Recife,PE,Brasil,1441.77
TRX000028,2025-01-01,CLI00777,Luminária LED,Casa,1480.26,2,Boleto,Devolvido,Belo Horizonte,MG,Brasil,2960.52
TRX002041,2025-01-24,CLI01056,Fone Bluetooth,Eletrônicos,2148.78,5,Pix,Cancelado,Porto Alegre,RS,Brasil,10743.9
TRX003929,2025-02-14,CLI00089,Kit Cama,Casa,1316.27,1,Boleto,Cancelado,Manaus,AM,Brasil,1316.27
TRX005527,2025-04-27,CLI01059,Halteres 5kg,Esporte,1661.64,3,Pix,Cancelado,Recife,PE,Brasil,4984.92
TRX003217,2025-08-07,CLI00283,Bicicleta Aro 29,Esporte,2328.31,3,Pix,Em Processamento,Salvador,BA,Brasil,6984.93
TRX003815,2025-02-20,CLI00376,Bola de Futebol,Esporte,1713.15,2,Boleto,Concluido,Porto Alegre,RS,Brasil,3426.3
TRX000130,2025-10-28,CLI01104,Quadrinho Clássico,Livros,719.21,2,Pix,Devolvido,Fortaleza,CE,Brasil,1438.42
TRX005328,2025-09-04,CLI00489,Vestido Casual,Moda,345.9,3,Pix,Em Processamento,Curitiba,PR,Brasil,1037.7
TRX000014,2025-08-25,CLI00224,Smartphone X10,Eletrônicos,2552.82,4,Pix,Devolvido,São Paulo,SP,Brasil,10211.28
TRX005240,2025-07-20,CLI00209,Tênis Esportivo,Moda,2133.19,1,Pix,Concluido,Salvador,BA,Brasil,2133.19
TRX001526,2025-11-11,CLI00088,Caixa de Som,Eletrônicos,1698.14,5,Cartao De Debito,Cancelado,Manaus,AM,Brasil,8490.7
TRX002366,2025-06-05,CLI01109,Luminária LED,Casa,1202.25,3,Boleto,Em Processamento,Fortaleza,CE,Brasil,3606.75
TRX003053,2025-06-10,CLI00163,Fone Bluetooth,Eletrônicos,1995.08,2,Boleto,Concluido,Fortaleza,CE,Brasil,3990.16
TRX004006,2025-09-15,CLI00002,Tapete de Yoga,Esporte,667.83,1,Pix,Devolvido,Manaus,AM,Brasil,667.83
TRX002341,2025-04-13,CLI00869,Camiseta Básica,Moda,586.37,3,Cartao De Credito,Em Processamento,Porto Alegre,RS,Brasil,1759.11
TRX000375,2025-03-07,CLI00720,Biografia,Livros,1671.54,1,Pix,Concluido,São Paulo,SP,Brasil,1671.54
TRX005625,2025-05-08,CLI00835,Caixa de Som,Eletrônicos,1051.44,5,Boleto,Concluido,Recife,PE,Brasil,5257.2
TRX005903,2025-07-25,CLI01145,"Smart TV 50""",Eletrônicos,2962.02,5,Pix,Em Processamento,Brasília,DF,Brasil,14810.1
TRX000940,2025-04-11,CLI01140,Vestido Casual,Moda,995.74,5,Cartao De Credito,Cancelado,São Paulo,SP,Brasil,4978.7
TRX005906,2025-02-25,CLI00601,Corda de Pular,Esporte,3317.65,2,Cartao De Debito,Concluido,Belo Horizonte,MG,Brasil,6635.3
TRX002148,2025-12-01,CLI00194,Notebook Prime,Eletrônicos,2998.68,3,Pix,Devolvido,Porto Alegre,RS,Brasil,8996.04
TRX003592,2025-10-06,CLI00084,Caixa de Som,Eletrônicos,3263.09,3,Pix,Devolvido,Fortaleza,CE,Brasil,9789.27
TRX005550,2025-08-22,CLI00421,Biografia,Livros,200.33,5,Pix,Concluido,Brasília,DF,Brasil,1001.65
TRX005139,2025-09-15,CLI00788,Liquidificador,Casa,606.66,4,Cartao De Credito,Devolvido,Brasília,DF,Brasil,2426.64
TRX003624,2025-08-11,CLI00476,Smartphone X10,Eletrônicos,775.67,2,Pix,Devolvido,Curitiba,PR,Brasil,1551.34
TRX000530,2025-08-17,CLI00485,Jaqueta Corta-Vento,Moda,1826.07,3,Boleto,Concluido,São Paulo,SP,Brasil,5478.21
TRX003715,2025-10-22,CLI00882,Tapete de Yoga,Esporte,2299.35,1,Cartao De Credito,Concluido,Manaus,AM,Brasil,2299.35
TRX001270,2025-10-11,CLI00029,Halteres 5kg,Esporte,149.43,4,Cartao De Credito,Devolvido,Curitiba,PR,Brasil,597.72
TRX004282,2025-07-01,CLI00390,Bicicleta Aro 29,Esporte,461.25,1,Cartao De Debito,Concluido,Fortaleza,CE,Brasil,461.25
TRX001395,2025-05-03,CLI01063,Camiseta Básica,Moda,78.34,1,Cartao De Debito,Devolvido,São Paulo,SP,Brasil,78.34
TRX001798,2025-01-25,CLI00760,Caixa de Som,Eletrônicos,698.67,2,Pix,Em Processamento,Rio De Janeiro,RJ,Brasil,1397.34
TRX002980,2025-01-04,CLI01072,Romance Best-Seller,Livros,1683.77,3,Pix,Concluido,Salvador,BA,Brasil,5051.31
TRX001442,2025-08-05,CLI00760,Romance Best-Seller,Livros,2928.17,1,Boleto,Devolvido,Rio De Janeiro,RJ,Brasil,2928.17
TRX004569,2025-02-10,CLI00127,Quadrinho Clássico,Livros,2509.76,3,Pix,Em Processamento,Belo Horizonte,MG,Brasil,7529.28
TRX005965,2025-01-25,CLI00776,Livro Infantil,Livros,1382.63,4,Cartao De Credito,Em Processamento,Porto Alegre,RS,Brasil,5530.52
TRX003812,2025-06-12,CLI01090,Notebook Prime,Eletrônicos,2138.33,4,Pix,Concluido,Fortaleza,CE,Brasil,8553.32
TRX001713,2025-10-06,CLI00257,Corda de Pular,Esporte,3046.02,4,Cartao De Credito,Concluido,Fortaleza,CE,Brasil,12184.08
TRX000956,2025-12-14,CLI00623,Bola de Futebol,Esporte,1321.58,4,Pix,Cancelado,Salvador,BA,Brasil,5286.32
TRX004526,2025-02-22,CLI01192,Fone Bluetooth,Eletrônicos,519.59,5,Boleto,Concluido,Porto Alegre,RS,Brasil,2597.95
TRX004886,2025-10-13,CLI00446,Caixa de Som,Eletrônicos,43.65,3,Pix,Concluido,Fortaleza,CE,Brasil,130.95
TRX005405,2025-01-18,CLI00480,Luminária LED,Casa,559.14,2,Cartao De Debito,Cancelado,Salvador,BA,Brasil,1118.28
TRX000404,2025-04-20,CLI00824,Notebook Prime,Eletrônicos,2843.15,3,Boleto,Concluido,Recife,PE,Brasil,8529.45
TRX002072,2025-06-10,CLI00587,Romance Best-Seller,Livros,1285.46,5,Boleto,Cancelado,Porto Alegre,RS,Brasil,6427.3
TRX005813,2025-01-16,CLI00192,Tapete de Yoga,Esporte,1836.4,5,Pix,Em Processamento,Salvador,BA,Brasil,9182.0
TRX001978,2025-05-08,CLI00849,Aspirador de Pó,Casa,659.76,3,Cartao De Debito,Devolvido,Belo Horizonte,MG,Brasil,1979.28
TRX000159,2025-01-16,CLI00156,Bola de Futebol,Esporte,1538.25,1,Boleto,Em Processamento,São Paulo,SP,Brasil,1538.25
TRX003889,2025-12-12,CLI00730,Jaqueta Corta-Vento,Moda,1605.22,4,Boleto,Em Processamento,Manaus,AM,Brasil,6420.88
TRX000903,2025-04-16,CLI00796,Biografia,Livros,1561.97,4,Cartao De Debito,Concluido,Fortaleza,CE,Brasil,6247.88
TRX000353,2025-01-28,CLI00624,Bicicleta Aro 29,Esporte,1546.85,3,Cartao De Credito,Em Processamento,Curitiba,PR,Brasil,4640.55
TRX004131,2025-07-16,CLI01032,Livro Infantil,Livros,2344.21,5,Boleto,Concluido,Porto Alegre,RS,Brasil,11721.05
TRX002972,2025-09-17,CLI00975,Tênis Esportivo,Moda,2368.96,2,Pix,Em Processamento,Recife,PE,Brasil,4737.92
TRX002921,2025-03-10,CLI00903,Smartphone X10,Eletrônicos,1258.47,3,Cartao De Credito,Concluido,Belo Horizonte,MG,Brasil,3775.41
TRX000312,2025-12-02,CLI00814,Smartphone X10,Eletrônicos,202.58,5,Cartao De Credito,Cancelado,Fortaleza,CE,Brasil,1012.9
TRX001990,2025-11-24,CLI01084,Calça Jeans,Moda,148.43,3,Cartao De Credito,Concluido,Curitiba,PR,Brasil,445.29
TRX003666,2025-07-08,CLI00692,Biografia,Livros,1424.12,5,Cartao De Debito,Cancelado,Brasília,DF,Brasil,7120.6
TRX000307,2025-10-18,CLI01059,Romance Best-Seller,Livros,1756.1,4,Pix,Concluido,Belo Horizonte,MG,Brasil,7024.4
TRX002336,2025-03-15,CLI00951,Fone Bluetooth,Eletrônicos,3439.4,5,Cartao De Debito,Cancelado,Curitiba,PR,Brasil,17197.0
TRX002357,2025-08-22,CLI00431,Biografia,Livros,733.88,2,Cartao De Credito,Em Processamento,Porto Alegre,RS,Brasil,1467.76
TRX003703,2025-09-24,CLI00044,Tênis Esportivo,Moda,2153.63,3,Boleto,Concluido,Belo Horizonte,MG,Brasil,6460.89
TRX003805,2025-06-19,CLI00564,Biografia,Livros,1788.62,5,Cartao De Debito,Concluido,Rio De Janeiro,RJ,Brasil,8943.1
TRX001928,2025-05-06,CLI00473,Kit Cama,Casa,1521.37,4,Cartao De Debito,Em Processamento,Rio De Janeiro,RJ,Brasil,6085.48
TRX003428,2025-06-23,CLI00546,Corda de Pular,Esporte,1724.0,5,Cartao De Credito,Concluido,Curitiba,PR,Brasil,8620.0
TRX000750,2025-12-08,CLI00347,Fone Bluetooth,Eletrônicos,1544.62,4,Boleto,Devolvido,Porto Alegre,RS,Brasil,6178.48
TRX003639,2025-06-06,CLI00521,Corda de Pular,Esporte,1396.98,4,Cartao De Credito,Concluido,Recife,PE,Brasil,5587.92
TRX004444,2025-07-31,CLI00158,Camiseta Básica,Moda,2698.84,1,Cartao De Debito,Devolvido,Fortaleza,CE,Brasil,2698.84
TRX001267,2025-12-04,CLI00993,Camiseta Básica,Moda,2021.01,2,Cartao De Debito,Concluido,Manaus,AM,Brasil,4042.02
TRX005403,2025-04-17,CLI00795,Vestido Casual,Moda,3332.58,5,Cartao De Debito,Concluido,Fortaleza,CE,Brasil,16662.9
TRX003596,2025-01-22,CLI01025,Jaqueta Corta-Vento,Moda,1094.95,3,Cartao De Credito,Em Processamento,Salvador,BA,Brasil,3284.85
TRX002135,2025-10-16,CLI00381,Kit Cama,Casa,2523.56,2,Pix,Em Processamento,Fortaleza,CE,Brasil,5047.12
TRX004110,2025-10-24,CLI00743,Jogo de Panelas,Casa,2587.35,3,Cartao De Credito,Em Processamento,Porto Alegre,RS,Brasil,7762.05
TRX000515,2025-06-07,CLI00204,Bola de Futebol,Esporte,332.22,3,Cartao De Credito,Cancelado,Recife,PE,Brasil,996.66
TRX005467,2025-05-01,CLI01078,Camiseta Básica,Moda,697.79,2,Cartao De Debito,Em Processamento,Salvador,BA,Brasil,1395.58
TRX000410,2025-04-27,CLI00668,Smartphone X10,Eletrônicos,2080.58,4,Pix,Concluido,Curitiba,PR,Brasil,8322.32
TRX004559,2025-04-19,CLI00774,Vestido Casual,Moda,1712.78,4,Boleto,Em Processamento,Belo Horizonte,MG,Brasil,6851.12
TRX005947,2025-11-19,CLI00145,Tapete de Yoga,Esporte,25.8,1,Pix,Concluido,Salvador,BA,Brasil,25.8
TRX000208,2025-09-06,CLI01114,Livro Técnico Python,Livros,2213.18,2,Cartao De Debito,Em Processamento,Brasília,DF,Brasil,4426.36
TRX000459,2025-06-08,CLI00484,Quadrinho Clássico,Livros,908.72,2,Cartao De Credito,Em Processamento,Porto Alegre,RS,Brasil,1817.44
TRX002055,2025-07-01,CLI00612,Biografia,Livros,2443.89,3,Pix,Concluido,Rio De Janeiro,RJ,Brasil,7331.67
TRX002431,2025-09-04,CLI00633,Quadrinho Clássico,Livros,3287.45,2,Cartao De Credito,Cancelado,Curitiba,PR,Brasil,6574.9
TRX000251,2025-09-26,CLI00903,Tênis Esportivo,Moda,3108.26,1,Nao Informado,Cancelado,Fortaleza,CE,Brasil,3108.26
TRX005217,2025-01-26,CLI00078,Halteres 5kg,Esporte,44.54,3,Cartao De Credito,Concluido,São Paulo,SP,Brasil,133.62
TRX001108,2025-11-14,CLI00552,Livro Técnico Python,Livros,195.77,3,Pix,Concluido,Curitiba,PR,Brasil,587.31
TRX004958,2025-02-21,CLI00584,Romance Best-Seller,Livros,3468.66,1,Cartao De Credito,Devolvido,Porto Alegre,RS,Brasil,3468.66
TRX001714,2025-12-20,CLI00353,"Smart TV 50""",Eletrônicos,3236.25,4,Pix,Concluido,Belo Horizonte,MG,Brasil,12945.0
TRX003912,2025-03-13,CLI01131,Livro Técnico Python,Livros,3414.1,2,Boleto,Cancelado,Recife,PE,Brasil,6828.2
TRX000716,2025-04-29,CLI00326,Romance Best-Seller,Livros,2984.33,1,Pix,Concluido,São Paulo,SP,Brasil,2984.33
TRX000553,2025-04-16,CLI00227,Jaqueta Corta-Vento,Moda,562.27,4,Cartao De Debito,Em Processamento,Recife,PE,Brasil,2249.08
TRX001440,2025-05-11,CLI00119,Fone Bluetooth,Eletrônicos,1449.06,3,Pix,Concluido,Curitiba,PR,Brasil,4347.18
TRX002271,2025-02-03,CLI00328,Livro Técnico Python,Livros,400.65,4,Cartao De Debito,Concluido,Belo Horizonte,MG,Brasil,1602.6
