ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX004502,2025-07-19,CLI00386,Camiseta Básica,Moda,"R$ 985,79",5.0,Manaus/AM/Brasil,Cartao de Debito,Devolvido
TRX002712,11-23-2025,CLI00953,Romance Best-Seller,Livros,1043.43,5.0,Manaus/AM/Brasil,PIX,Devolvido
TRX004940,03/03/2025,CLI00581,Luminária LED,Casa,"R$ 533,06",5.0,Recife/PE/Brasil,Cartao de Debito,Concluido
TRX004194,23/01/2025,CLI00318,Livro Infantil,Livros,"R$ 2.965,58",5.0,Belo Horizonte/MG/Brasil,cartao de credito,Devolvido
TRX001334,16/09/2025,CLI00583,Luminária LED,Casa,2979.37,5.0,Salvador/BA/Brasil,Boleto,Cancelado
TRX005440,08-01-2025,CLI00206,Quadrinho Clássico,Livros,1074.46,3.0,Belo Horizonte/MG/Brasil,Boleto,Cancelado
TRX002855,11/12/2025,CLI00730,Quadrinho Clássico,LIVROS,2362.86,4.0,Belo Horizonte/MG/Brasil,cartao de credito,Concluido
TRX000187,2025-11-29,CLI00273,Fone Bluetooth,Eletrônicos,492.90,3.0,SALVADOR - BA,Cartao de Credito,concluido
TRX001137,01-03-2025,CLI00568,Jogo de Panelas,Casa,707.96,3.0,Rio de Janeiro/RJ/Brasil,cartao de credito,concluido
TRX002059,08-07-2025,CLI00260,Biografia,Livros,3430.87,4.0,Brasília/DF/Brasil,Cartao de Debito,concluido
TRX005120,2025-01-15,CLI00542,Corda de Pular,Esporte,"R$ 1.906,54",2.0,Manaus/AM/Brasil,,Concluido
TRX000149,14/05/2025,CLI01131,Vestido Casual,Moda,3204.22,4.0,Curitiba/PR/Brasil,pix,Concluido
TRX004125,06-14-2025,CLI00366,Caixa de Som,Eletrônicos,"R$ 2.216,40",1.0,SÃO PAULO - SP,PIX,Devolvido
TRX003364,2025-11-28,CLI00990,Corda de Pular,Esporte,2705.23,5.0,Manaus/AM/Brasil,PIX,concluido
TRX004789,11-23-2025,CLI00549,Halteres 5kg,Esporte,432.26,5.0,Belo Horizonte/MG/Brasil,Boleto,concluido
TRX002867,2025-07-27,CLI00041,Romance Best-Seller,Livros,3315.30,3.0,MANAUS - AM,pix,concluido
TRX003777,14/08/2025,CLI00494,Romance Best-Seller,Livros,"R$ 3.297,89",4.0,BRASÍLIA - DF,Cartao de Debito,concluido
TRX001387,01-09-2025,CLI00553,Notebook Prime,Eletrônicos,763.14,2.0,Salvador/BA/Brasil,Cartao de Debito,Em Processamento
TRX005781,2025-04-05,CLI00709,Fone Bluetooth,Eletrônicos,2986.57,3.0,Fortaleza/CE/Brasil,cartao de credito,Em Processamento
TRX005993,11/01/2025,CLI00067,Quadrinho Clássico,Livros,"R$ 2.082,50",5.0,Curitiba/PR/Brasil,PIX,Devolvido
TRX003630,04-06-2025,CLI01137,Caixa de Som,Eletrônicos,"R$ 3.001,27",2.0,SÃO PAULO - SP,pix,concluido
TRX005502,2025-08-14,CLI00556,Luminária LED,Casa,581.12,5.0,Belo Horizonte/MG/Brasil,cartao de credito,Em Processamento
TRX004798,06-23-2025,CLI00965,Caixa de Som,Eletrônicos,"R$ 1.443,28",1.0,Brasília/DF/Brasil,Boleto,concluido
TRX003029,10-26-2025,CLI00573,Biografia,Livros,2629.99,5.0,SALVADOR - BA,Cartao de Credito,concluido
TRX002970,08/03/2025,CLI01116,Kit Cama,Casa,2859.73,2.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Em Processamento
TRX005308,2025-08-21,CLI00604,Corda de Pular,Esporte,"R$ 2.522,65",3.0,Belo Horizonte/MG/Brasil,PIX,Cancelado
TRX001709,2025-02-12,CLI00856,Tênis Esportivo,Moda,323.49,4.0,Recife/PE/Brasil,Cartao de Debito,Em Processamento
TRX002954,2025-12-05,CLI00549,Bicicleta Aro 29,Esporte,573.10,1.0,FORTALEZA - CE,Cartao de Debito,Concluido
TRX000455,02-17-2025,CLI00544,Tênis Esportivo,Moda,"R$ 761,07",5.0,Rio de Janeiro/RJ/Brasil,pix,Cancelado
TRX000610,01-04-2025,CLI01091,Tênis Esportivo,Moda,2402.65,5.0,Fortaleza/CE/Brasil,Boleto,Cancelado
TRX004264,06/09/2025,CLI01196,Corda de Pular,Esporte,"R$ 967,61",5.0,Porto Alegre/RS/Brasil,Cartao de Credito,concluido
TRX004827,2025-08-19,CLI00677,Kit Cama,Casa,"R$ 1.153,32",1.0,Belo Horizonte/MG/Brasil,Cartao de Credito,concluido
TRX005179,07-15-2025,CLI00984,Kit Cama,Casa,"R$ 2.536,03",2.0,Fortaleza/CE/Brasil,cartao de credito,Concluido
TRX002075,26/05/2025,CLI00743,Jaqueta Corta-Vento,MODA,2881.53,2.0,São Paulo/SP/Brasil,Cartao de Debito,Devolvido
TRX004053,07-19-2025,CLI00255,Bicicleta Aro 29,Esporte,"R$ 1.366,46",5.0,FORTALEZA - CE,Cartao de Credito,Em Processamento
TRX005549,26/09/2025,CLI00512,Tapete de Yoga,Esporte,117.65,5.0,Porto Alegre/RS/Brasil,Cartao de Debito,Cancelado
TRX001623,05-21-2025,CLI00988,Fone Bluetooth,Eletrônicos,"R$ 1.491,29",5.0,BRASÍLIA - DF,Cartao de Credito,Concluido
TRX004684,2025-01-04,CLI00083,Quadrinho Clássico,Livros,1203.36,3.0,Recife/PE/Brasil,,Cancelado
TRX005353,2025-03-22,CLI01171,Luminária LED,Casa,3468.52,2.0,Porto Alegre/RS/Brasil,PIX,Cancelado
TRX000041,31/10/2025,CLI00554,Tênis Esportivo,Moda,"R$ 3.379,68",5.0,Belo Horizonte/MG/Brasil,pix,Concluido
TRX002090,06-22-2025,CLI00666,Corda de Pular,Esporte,"R$ 1.843,23",2.0,Belo Horizonte/MG/Brasil,cartao de credito,Concluido
TRX003925,08-10-2025,CLI01148,Smartphone X10,Eletrônicos,1491.93,2.0,Recife/PE/Brasil,Boleto,Concluido
TRX002176,2025-12-02,CLI00211,Tênis Esportivo,Moda,"R$ 2.120,56",3.0,BRASÍLIA - DF,cartao de credito,Concluido
TRX000075,12-04-2025,CLI00224,"Smart TV 50""",Eletrônicos,1803.63,3.0,Fortaleza/CE/Brasil,Boleto,Concluido
TRX004890,12-12-2025,CLI00377,Tênis Esportivo,MODA,2663.00,3.0,São Paulo/SP/Brasil,Cartao de Credito,concluido
TRX003822,29/08/2025,CLI00028,Bola de Futebol,Esporte,876.75,1.0,Salvador/BA/Brasil,cartao de credito,Em Processamento
TRX002658,29/01/2025,CLI00962,Liquidificador,Casa,"R$ 1.439,49",3.0,Belo Horizonte/MG/Brasil,Boleto,concluido
TRX003181,20/07/2025,CLI00876,Romance Best-Seller,Livros,1660.46,4.0,Recife/PE/Brasil,Cartao de Credito,concluido
TRX002077,2025-12-02,CLI00056,Livro Infantil,Livros,"R$ 1.995,12",5.0,SALVADOR - BA,Boleto,Em Processamento
TRX000442,2025-07-28,CLI00220,Corda de Pular,Esporte,"R$ 660,16",5.0,Salvador/BA/Brasil,pix,Em Processamento
TRX002052,2025-01-18,CLI00687,Camiseta Básica,Moda,2305.45,1.0,FORTALEZA - CE,PIX,Cancelado
TRX002542,24/10/2025,CLI00002,Calça Jeans,Moda,"R$ 2.641,53",5.0,BELO HORIZONTE - MG,pix,Devolvido
TRX001302,2025-03-09,CLI00530,Notebook Prime,Eletrônicos,"R$ 1.953,11",5.0,Curitiba/PR/Brasil,Cartao de Credito,Concluido
TRX003431,2025-05-21,CLI00230,Aspirador de Pó,Casa,"R$ 3.158,51",4.0,MANAUS - AM,Cartao de Credito,Devolvido
TRX001305,01/10/2025,CLI00083,Luminária LED,Casa,557.10,2.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,concluido
TRX000237,2025-12-02,CLI00530,Jaqueta Corta-Vento,Moda,"R$ 460,89",4.0,Rio de Janeiro/RJ/Brasil,cartao de credito,Cancelado
TRX005645,11-02-2025,CLI00513,Jogo de Panelas,Casa,"R$ 1.761,33",2.0,Belo Horizonte/MG/Brasil,PIX,concluido
TRX002600,10/01/2025,CLI00999,Bicicleta Aro 29,Esporte,1810.91,4.0,Belo Horizonte/MG/Brasil,Cartao de Credito,Devolvido
TRX004617,01-07-2025,CLI00274,Biografia,Livros,3445.04,4.0,Belo Horizonte/MG/Brasil,Cartao de Credito,Devolvido
TRX002574,12-17-2025,CLI00570,Jogo de Panelas,Casa,1511.16,3.0,Fortaleza/CE/Brasil,Cartao de Debito,Em Processamento
TRX003281,23/11/2025,CLI00158,Biografia,Livros,"R$ 1.748,17",5.0,BELO HORIZONTE - MG,pix,concluido
TRX003187,11-25-2025,CLI00157,Aspirador de Pó,Casa,3025.27,5.0,Manaus/AM/Brasil,PIX,Em Processamento
TRX003954,2025-03-26,CLI00703,Quadrinho Clássico,Livros,"R$ 1.338,44",2.0,São Paulo/SP/Brasil,PIX,Concluido
TRX002769,22/12/2025,CLI01103,Caixa de Som,Eletrônicos,1490.74,1.0,Fortaleza/CE/Brasil,pix,Concluido
TRX004832,12/04/2025,CLI01144,"Smart TV 50""",Eletrônicos,"R$ 2.828,16",1.0,Brasília/DF/Brasil,pix,concluido
TRX004224,2025-08-31,CLI00127,Bola de Futebol,Esporte,2283.80,5.0,Porto Alegre/RS/Brasil,cartao de credito,Em Processamento
TRX002107,2025-10-12,CLI01096,Halteres 5kg,Esporte,"R$ 603,90",4.0,Curitiba/PR/Brasil,pix,concluido
TRX002680,10-01-2025,CLI00029,Tapete de Yoga,Esporte,271.20,2.0,Fortaleza/CE/Brasil,Cartao de Credito,concluido
TRX002762,20/11/2025,CLI00045,Fone Bluetooth,Eletrônicos,1193.62,1.0,CURITIBA - PR,Cartao de Credito,Em Processamento
TRX004689,2025-05-16,CLI00394,Halteres 5kg,Esporte,2025.42,5.0,FORTALEZA - CE,Boleto,Concluido
TRX001388,29/08/2025,CLI00375,Livro Técnico Python,LIVROS,93.77,5.0,Recife/PE/Brasil,PIX,Cancelado
TRX005741,04-03-2025,CLI00544,Bola de Futebol,Esporte,1044.56,3.0,Manaus/AM/Brasil,Boleto,Em Processamento
TRX005533,22/01/2025,CLI00478,Calça Jeans,Moda,2722.89,2.0,Manaus/AM/Brasil,Boleto,Devolvido
TRX001280,10-01-2025,CLI00798,Camiseta Básica,Moda,474.50,2.0,Manaus/AM/Brasil,PIX,Cancelado
TRX005998,2025-09-05,CLI00990,Tênis Esportivo,Moda,"R$ 2.213,16",1.0,Curitiba/PR/Brasil,cartao de credito,Em Processamento
TRX001556,2025-02-21,CLI00270,Tênis Esportivo,Moda,769.43,3.0,RECIFE - PE,PIX,Devolvido
TRX005528,04-21-2025,CLI00318,Calça Jeans,Moda,2445.86,4.0,BRASÍLIA - DF,Cartao de Credito,Concluido
TRX003191,2025-02-25,CLI00493,Notebook Prime,Eletrônicos,"R$ 751,11",3.0,RIO DE JANEIRO - RJ,pix,Devolvido
TRX004567,01-12-2025,CLI00218,Smartphone X10,Eletrônicos,3297.10,4.0,RECIFE - PE,Boleto,Concluido
TRX004803,01/09/2025,CLI00180,Jaqueta Corta-Vento,Moda,"R$ 96,84",4.0,MANAUS - AM,Cartao de Credito,Concluido
TRX005736,2025-08-06,CLI00006,Livro Técnico Python,Livros,1809.58,4.0,Rio de Janeiro/RJ/Brasil,pix,Devolvido
TRX004842,27/04/2025,CLI01079,Livro Técnico Python,Livros,"R$ 940,88",1.0,CURITIBA - PR,pix,Em Processamento
TRX003595,2025-04-27,CLI00902,Livro Infantil,LIVROS,2787.03,2.0,Recife/PE/Brasil,pix,Concluido
TRX001921,12-10-2025,CLI00474,Luminária LED,Casa,699.64,5.0,Curitiba/PR/Brasil,Cartao de Credito,Cancelado
TRX000514,2025-09-09,CLI01187,Fone Bluetooth,Eletrônicos,"R$ 2.906,47",2.0,Curitiba/PR/Brasil,Boleto,Concluido
TRX004178,2025-05-21,CLI00434,Caixa de Som,Eletrônicos,2307.69,1.0,Salvador/BA/Brasil,PIX,Cancelado
TRX001309,06-14-2025,CLI00739,Vestido Casual,Moda,584.97,2.0,Fortaleza/CE/Brasil,Cartao de Credito,Em Processamento
TRX000915,08/12/2025,CLI01002,Aspirador de Pó,Casa,1940.05,3.0,SALVADOR - BA,pix,Concluido
TRX003453,01-02-2025,CLI00864,Jogo de Panelas,Casa,496.36,1.0,Porto Alegre/RS/Brasil,Cartao de Debito,Cancelado
TRX003696,01-19-2025,CLI01029,Caixa de Som,Eletrônicos,"R$ 2.540,12",1.0,BELO HORIZONTE - MG,Boleto,Concluido
TRX004243,19/03/2025,,Jaqueta Corta-Vento,Moda,1678.64,1.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Em Processamento
TRX003157,10-12-2025,CLI00282,Luminária LED,Casa,3487.57,4.0,BRASÍLIA - DF,PIX,Cancelado
TRX002199,2025-12-23,CLI00981,Livro Técnico Python,Livros,1334.08,5.0,SALVADOR - BA,Boleto,Cancelado
TRX000775,01/01/2025,CLI00475,Luminária LED,CASA,600.83,2.0,FORTALEZA - CE,Boleto,concluido
TRX004426,2025-04-25,CLI01168,Biografia,Livros,"R$ 3.308,94",2.0,BELO HORIZONTE - MG,Cartao de Credito,Devolvido
TRX000944,2025-11-27,CLI00622,Bicicleta Aro 29,Esporte,3256.61,3.0,São Paulo/SP/Brasil,cartao de credito,Cancelado
TRX000823,2025-11-29,CLI00634,Biografia,Livros,1208.15,1.0,São Paulo/SP/Brasil,Boleto,Concluido
TRX004278,08-14-2025,CLI00622,Tênis Esportivo,Moda,805.60,4.0,Belo Horizonte/MG/Brasil,Boleto,Concluido
TRX000165,12-22-2025,CLI00412,Jaqueta Corta-Vento,Moda,3316.27,5.0,SALVADOR - BA,pix,concluido
TRX004548,05-11-2025,CLI00990,Caixa de Som,ELETRÔNICOS,2180.52,5.0,Fortaleza/CE/Brasil,Boleto,concluido
TRX003984,14/05/2025,CLI00054,Camiseta Básica,Moda,913.52,3.0,Belo Horizonte/MG/Brasil,cartao de credito,Concluido
TRX002539,16/03/2025,,Livro Infantil,LIVROS,"R$ 685,44",4.0,Belo Horizonte/MG/Brasil,cartao de credito,Devolvido
TRX005836,23/09/2025,CLI00683,Bola de Futebol,Esporte,1632.82,5.0,Rio de Janeiro/RJ/Brasil,Boleto,concluido
TRX001312,12/06/2025,CLI00373,Biografia,Livros,"R$ 2.461,44",5.0,Porto Alegre/RS/Brasil,cartao de credito,Em Processamento
TRX005557,2025-04-08,CLI01160,Smartphone X10,Eletrônicos,1512.86,1.0,Porto Alegre/RS/Brasil,pix,Concluido
TRX005095,2025-12-28,CLI00467,Calça Jeans,Moda,382.17,,Salvador/BA/Brasil,Cartao de Credito,Cancelado
TRX004829,03-29-2025,CLI00269,Vestido Casual,Moda,"R$ 518,68",3.0,MANAUS - AM,cartao de credito,Concluido
TRX003301,12-20-2025,CLI00635,Liquidificador,Casa,1933.73,3.0,Porto Alegre/RS/Brasil,pix,concluido
TRX003311,2025-06-01,CLI00799,Fone Bluetooth,Eletrônicos,2939.83,4.0,RECIFE - PE,cartao de credito,Cancelado
TRX000328,30/10/2025,CLI00066,Notebook Prime,ELETRÔNICOS,"R$ 682,78",4.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Concluido
TRX002491,20/12/2025,CLI00704,Tênis Esportivo,Moda,2659.31,2.0,FORTALEZA - CE,Boleto,Concluido
TRX005730,2025-12-09,CLI00160,Aspirador de Pó,Casa,2623.66,2.0,BRASÍLIA - DF,Boleto,concluido
TRX004409,02/02/2025,CLI01034,Smartphone X10,ELETRÔNICOS,421.87,4.0,Manaus/AM/Brasil,Cartao de Debito,Concluido
TRX000833,12-05-2025,CLI00287,"Smart TV 50""",Eletrônicos,1247.34,4.0,SÃO PAULO - SP,Cartao de Credito,Concluido
TRX003080,10/04/2025,CLI00222,Biografia,LIVROS,"R$ 1.826,51",1.0,RIO DE JANEIRO - RJ,Cartao de Debito,Devolvido
TRX003463,29/07/2025,CLI00223,Corda de Pular,ESPORTE,"R$ 1.372,52",2.0,Fortaleza/CE/Brasil,Boleto,Cancelado
TRX005933,20/09/2025,CLI00217,Corda de Pular,Esporte,1103.94,1.0,Porto Alegre/RS/Brasil,PIX,Cancelado
TRX000055,11-19-2025,CLI01125,Corda de Pular,Esporte,724.40,1.0,FORTALEZA - CE,Cartao de Debito,Cancelado
TRX004065,2025-06-26,CLI00235,Fone Bluetooth,Eletrônicos,"R$ 2.820,78",2.0,CURITIBA - PR,PIX,Concluido
TRX003452,2025-02-27,CLI00294,Biografia,Livros,"R$ 29,83",2.0,Salvador/BA/Brasil,PIX,Em Processamento
TRX001902,2025-12-23,CLI00557,"Smart TV 50""",ELETRÔNICOS,1292.51,3.0,Salvador/BA/Brasil,pix,Em Processamento
TRX001482,08-21-2025,CLI00342,Bicicleta Aro 29,Esporte,1593.05,2.0,SÃO PAULO - SP,Boleto,Concluido
TRX004874,2025-04-18,CLI00817,Bola de Futebol,Esporte,"R$ 2.162,07",2.0,SÃO PAULO - SP,PIX,Em Processamento
TRX004896,20/10/2025,CLI00225,Tênis Esportivo,Moda,2776.60,3.0,Belo Horizonte/MG/Brasil,cartao de credito,Em Processamento
TRX004151,2025-12-24,CLI00606,Halteres 5kg,Esporte,1887.32,2.0,São Paulo/SP/Brasil,Cartao de Credito,Devolvido
TRX003336,03-17-2025,CLI01196,Tapete de Yoga,Esporte,"R$ 961,44",3.0,Porto Alegre/RS/Brasil,cartao de credito,Em Processamento
TRX004927,01-04-2025,CLI01190,Camiseta Básica,Moda,1540.90,5.0,Curitiba/PR/Brasil,pix,Cancelado
TRX000947,01-23-2025,CLI01019,Camiseta Básica,MODA,119.19,4.0,Recife/PE/Brasil,cartao de credito,Cancelado
TRX003294,01-14-2025,CLI00945,Calça Jeans,Moda,3251.22,5.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,concluido
TRX002162,19/11/2025,CLI00708,Biografia,Livros,3075.31,1.0,Manaus/AM/Brasil,PIX,Em Processamento
TRX005698,2025-12-04,CLI00573,Luminária LED,Casa,2474.30,5.0,Recife/PE/Brasil,pix,Cancelado
TRX003058,03-20-2025,CLI00015,Smartphone X10,Eletrônicos,1797.43,,Brasília/DF/Brasil,PIX,Em Processamento
TRX000769,26/09/2025,CLI00897,Notebook Prime,Eletrônicos,594.20,1.0,Brasília/DF/Brasil,pix,Em Processamento
TRX005750,28/07/2025,CLI00734,Jaqueta Corta-Vento,Moda,3386.18,2.0,Recife/PE/Brasil,PIX,Em Processamento
TRX003496,25/09/2025,CLI00835,"Smart TV 50""",Eletrônicos,"R$ 2.141,37",1.0,Recife/PE/Brasil,PIX,Cancelado
TRX000286,01-10-2025,CLI00341,Vestido Casual,Moda,526.82,5.0,São Paulo/SP/Brasil,pix,Concluido
TRX005460,09/04/2025,CLI01078,Kit Cama,Casa,"R$ 210,59",5.0,Rio de Janeiro/RJ/Brasil,Boleto,Concluido
TRX004525,07-09-2025,CLI00228,Smartphone X10,Eletrônicos,2072.91,4.0,BRASÍLIA - DF,cartao de credito,Concluido
TRX005437,04-29-2025,CLI00642,Fone Bluetooth,Eletrônicos,315.34,5.0,São Paulo/SP/Brasil,pix,Concluido
TRX002333,2025-09-12,CLI00560,Romance Best-Seller,Livros,911.04,4.0,Brasília/DF/Brasil,PIX,Em Processamento
TRX002718,2025-08-16,CLI00626,Jaqueta Corta-Vento,Moda,3479.09,3.0,Brasília/DF/Brasil,Cartao de Credito,Cancelado
TRX002080,09-27-2025,CLI00081,Notebook Prime,ELETRÔNICOS,3478.85,1.0,BRASÍLIA - DF,PIX,Devolvido
TRX003390,2025-01-01,CLI00305,Quadrinho Clássico,Livros,3157.18,5.0,Porto Alegre/RS/Brasil,cartao de credito,Em Processamento
TRX000723,2025-09-10,CLI01121,Aspirador de Pó,Casa,500.42,1.0,SALVADOR - BA,Cartao de Debito,Devolvido
TRX000952,03/01/2025,CLI00859,Halteres 5kg,Esporte,299.88,4.0,CURITIBA - PR,Boleto,concluido
TRX005323,09-15-2025,CLI01013,Tênis Esportivo,Moda,2500.03,3.0,Brasília/DF/Brasil,Cartao de Credito,Devolvido
TRX002263,06-06-2025,CLI00293,Bola de Futebol,Esporte,2013.78,1.0,Salvador/BA/Brasil,Cartao de Debito,Concluido
TRX000990,15/09/2025,CLI01183,Corda de Pular,Esporte,"R$ 2.755,55",3.0,Brasília/DF/Brasil,PIX,Concluido
TRX003213,10/10/2025,CLI00525,Bola de Futebol,Esporte,2185.12,2.0,SALVADOR - BA,cartao de credito,Em Processamento
TRX001760,2025-11-01,CLI01181,Tênis Esportivo,Moda,"R$ 2.682,79",1.0,Curitiba/PR/Brasil,cartao de credito,Concluido
TRX005727,06-03-2025,CLI00877,Fone Bluetooth,Eletrônicos,1444.33,5.0,Rio de Janeiro/RJ/Brasil,PIX,Concluido
TRX004423,01-14-2025,CLI00107,Jaqueta Corta-Vento,Moda,"R$ 184,52",,Brasília/DF/Brasil,pix,Em Processamento
TRX001725,2025-11-19,CLI01151,Jaqueta Corta-Vento,Moda,2756.12,2.0,Brasília/DF/Brasil,PIX,concluido
TRX000342,23/01/2025,CLI00290,Bola de Futebol,Esporte,"R$ 2.186,30",4.0,Brasília/DF/Brasil,pix,Devolvido
TRX003702,01/05/2025,CLI00225,Tapete de Yoga,Esporte,2028.80,3.0,Fortaleza/CE/Brasil,PIX,Em Processamento
TRX004244,2025-01-19,CLI01070,Livro Técnico Python,Livros,1113.14,5.0,Porto Alegre/RS/Brasil,Cartao de Credito,Cancelado
TRX000689,11-14-2025,CLI01034,Bola de Futebol,Esporte,2298.68,4.0,Porto Alegre/RS/Brasil,PIX,Concluido
TRX003433,05/06/2025,CLI01041,Caixa de Som,Eletrônicos,1788.08,4.0,Porto Alegre/RS/Brasil,Boleto,Em Processamento
TRX004945,04-24-2025,CLI00559,Aspirador de Pó,Casa,217.96,3.0,Porto Alegre/RS/Brasil,Boleto,Cancelado
TRX000967,2025-08-10,CLI00847,Livro Infantil,Livros,589.09,5.0,Rio de Janeiro/RJ/Brasil,cartao de credito,Concluido
TRX005776,10-18-2025,CLI00522,Vestido Casual,Moda,"R$ 1.858,21",4.0,BELO HORIZONTE - MG,pix,Devolvido
TRX002204,06-05-2025,CLI01189,Calça Jeans,Moda,3238.32,3.0,Brasília/DF/Brasil,Cartao de Credito,Cancelado
TRX002714,2025-02-20,CLI00058,Jaqueta Corta-Vento,Moda,"R$ 2.287,78",2.0,Rio de Janeiro/RJ/Brasil,Boleto,Em Processamento
TRX004758,08-05-2025,CLI01008,Caixa de Som,Eletrônicos,"R$ 2.156,68",3.0,Manaus/AM/Brasil,PIX,Concluido
TRX005382,10-05-2025,CLI00642,Corda de Pular,Esporte,"R$ 2.254,45",2.0,SÃO PAULO - SP,Cartao de Debito,Concluido
TRX005823,14/03/2025,CLI00014,Luminária LED,Casa,1475.89,4.0,Brasília/DF/Brasil,PIX,Devolvido
TRX003573,2025-09-19,CLI01060,Livro Técnico Python,Livros,121.76,5.0,São Paulo/SP/Brasil,Cartao de Credito,Concluido
TRX004806,2025-09-14,CLI00934,Quadrinho Clássico,Livros,2848.77,2.0,Belo Horizonte/MG/Brasil,pix,Concluido
TRX001991,05/08/2025,CLI01148,Bicicleta Aro 29,Esporte,508.29,5.0,RECIFE - PE,pix,Em Processamento
TRX004121,02/04/2025,CLI01056,Tapete de Yoga,Esporte,"R$ 2.302,61",4.0,Porto Alegre/RS/Brasil,PIX,Cancelado
TRX004760,2025-04-20,CLI01129,Tênis Esportivo,Moda,480.46,3.0,Curitiba/PR/Brasil,Cartao de Credito,Concluido
TRX005012,10-30-2025,CLI00457,Caixa de Som,Eletrônicos,"R$ 3.220,52",3.0,Salvador/BA/Brasil,PIX,Em Processamento
TRX005338,04-09-2025,CLI00649,Fone Bluetooth,Eletrônicos,"R$ 508,47",5.0,BRASÍLIA - DF,pix,Devolvido
TRX004972,11-09-2025,CLI00353,Bicicleta Aro 29,Esporte,"R$ 1.237,99",3.0,Brasília/DF/Brasil,Boleto,Em Processamento
TRX000812,24/07/2025,CLI00828,Tapete de Yoga,ESPORTE,799.47,4.0,Brasília/DF/Brasil,pix,Em Processamento
TRX003601,10/04/2025,CLI01164,Notebook Prime,ELETRÔNICOS,1127.82,4.0,RIO DE JANEIRO - RJ,cartao de credito,Em Processamento
TRX002246,28/01/2025,CLI00108,Kit Cama,Casa,"R$ 493,74",4.0,Brasília/DF/Brasil,pix,Devolvido
TRX002084,01/09/2025,CLI00540,Calça Jeans,Moda,964.42,2.0,São Paulo/SP/Brasil,pix,Em Processamento
TRX005036,21/07/2025,CLI00545,Vestido Casual,Moda,"R$ 574,82",1.0,Manaus/AM/Brasil,cartao de credito,Cancelado
TRX000386,2025-05-29,CLI00961,Luminária LED,CASA,1597.31,4.0,São Paulo/SP/Brasil,PIX,Cancelado
TRX005329,2025-04-29,CLI00514,Bola de Futebol,ESPORTE,1771.42,1.0,Manaus/AM/Brasil,Cartao de Debito,Concluido
TRX005581,06-07-2025,CLI00188,"Smart TV 50""",Eletrônicos,"R$ 508,14",2.0,São Paulo/SP/Brasil,cartao de credito,Devolvido
TRX000537,2025-07-12,CLI00956,Livro Técnico Python,Livros,2430.87,2.0,São Paulo/SP/Brasil,Cartao de Debito,Concluido
TRX005705,24/06/2025,CLI00074,Corda de Pular,Esporte,724.92,1.0,Salvador/BA/Brasil,pix,Cancelado
TRX004213,05-17-2025,CLI01159,Romance Best-Seller,Livros,"R$ 953,30",5.0,MANAUS - AM,Cartao de Credito,Em Processamento
TRX003508,2025-04-16,CLI00289,Kit Cama,Casa,749.79,3.0,CURITIBA - PR,Cartao de Debito,Cancelado
TRX000202,27/08/2025,CLI00416,Liquidificador,Casa,829.14,3.0,FORTALEZA - CE,Cartao de Credito,concluido
TRX001333,01-02-2025,CLI00624,Vestido Casual,Moda,2072.08,4.0,RECIFE - PE,Boleto,Em Processamento
TRX003503,2025-08-28,CLI00388,Luminária LED,Casa,1869.77,3.0,Salvador/BA/Brasil,pix,Concluido
TRX002709,2025-05-16,CLI00396,Jaqueta Corta-Vento,Moda,"R$ 23,24",5.0,Manaus/AM/Brasil,PIX,Em Processamento
TRX004663,02-19-2025,CLI01135,Aspirador de Pó,Casa,"R$ 1.059,35",5.0,Curitiba/PR/Brasil,Cartao de Debito,concluido
TRX004022,14/01/2025,CLI00145,Tênis Esportivo,Moda,555.08,4.0,SALVADOR - BA,pix,Em Processamento
TRX001855,02/10/2025,CLI00767,"Smart TV 50""",Eletrônicos,"R$ 3.066,24",3.0,Brasília/DF/Brasil,PIX,Concluido
TRX000747,2025-02-12,CLI00276,Biografia,Livros,2655.45,3.0,Recife/PE/Brasil,Boleto,Cancelado
TRX002873,09-25-2025,CLI01083,Smartphone X10,Eletrônicos,612.78,1.0,São Paulo/SP/Brasil,Boleto,Em Processamento
TRX003031,2025-06-27,,Tapete de Yoga,Esporte,2759.53,1.0,BELO HORIZONTE - MG,pix,Em Processamento
TRX001206,2025-11-11,CLI01159,Corda de Pular,Esporte,"R$ 1.827,34",5.0,Brasília/DF/Brasil,Cartao de Debito,Devolvido
TRX001646,03-02-2025,CLI01087,Jaqueta Corta-Vento,Moda,589.09,2.0,Fortaleza/CE/Brasil,Cartao de Credito,Em Processamento
TRX003418,2025-10-10,,Smartphone X10,Eletrônicos,1939.32,1.0,SÃO PAULO - SP,Cartao de Credito,Devolvido
TRX003477,2025-10-20,CLI00097,Fone Bluetooth,Eletrônicos,1766.07,1.0,Belo Horizonte/MG/Brasil,Boleto,Cancelado
TRX002862,01/01/2025,CLI00963,Halteres 5kg,Esporte,1778.13,3.0,Recife/PE/Brasil,cartao de credito,Devolvido
